# t      x1       y1       x2       y2       x3       y3      


71.639   0.820    -0.158   0.241    0.317    -1.060   -0.159  


71.664   0.839    -0.149   0.220    0.295    -1.059   -0.147  


71.688   0.858    -0.138   0.199    0.273    -1.057   -0.134  


71.714   0.877    -0.127   0.178    0.249    -1.055   -0.122  


71.739   0.894    -0.115   0.158    0.224    -1.052   -0.109  


71.766   0.911    -0.102   0.137    0.198    -1.048   -0.095  


71.794   0.928    -0.089   0.116    0.170    -1.044   -0.081  


71.823   0.944    -0.074   0.094    0.140    -1.039   -0.066  


71.854   0.960    -0.058   0.072    0.108    -1.032   -0.050  


71.887   0.975    -0.041   0.049    0.073    -1.024   -0.032  


71.922   0.990    -0.022   0.023    0.035    -1.013   -0.014  


71.962   1.005    -0.001   -0.004   -0.007   -1.000   0.007   


72.005   1.018    0.022    -0.035   -0.053   -0.984   0.030   


72.051   1.030    0.046    -0.067   -0.100   -0.963   0.054   


72.090   1.039    0.067    -0.095   -0.141   -0.944   0.075   


72.125   1.045    0.085    -0.121   -0.177   -0.924   0.092   


72.157   1.050    0.101    -0.146   -0.209   -0.904   0.108   


72.188   1.054    0.117    -0.170   -0.240   -0.883   0.123   


72.218   1.057    0.132    -0.195   -0.268   -0.862   0.136   


72.246   1.059    0.146    -0.218   -0.294   -0.840   0.148   


72.273   1.060    0.159    -0.242   -0.318   -0.818   0.159   


72.300   1.061    0.172    -0.265   -0.341   -0.796   0.169   


72.325   1.061    0.185    -0.288   -0.362   -0.773   0.177   


72.351   1.061    0.197    -0.312   -0.381   -0.749   0.185   


72.373   1.060    0.207    -0.333   -0.398   -0.727   0.191   


72.394   1.060    0.217    -0.353   -0.412   -0.706   0.195   


72.414   1.058    0.227    -0.373   -0.426   -0.685   0.199   


72.434   1.057    0.236    -0.392   -0.438   -0.665   0.202   


72.452   1.055    0.244    -0.411   -0.449   -0.645   0.204   


72.470   1.054    0.252    -0.429   -0.458   -0.625   0.206   


72.488   1.052    0.260    -0.446   -0.467   -0.606   0.207   


72.504   1.050    0.268    -0.463   -0.475   -0.587   0.207   


72.521   1.048    0.275    -0.480   -0.482   -0.568   0.207   


72.537   1.045    0.282    -0.496   -0.488   -0.549   0.206   


72.554   1.043    0.290    -0.513   -0.494   -0.530   0.204   


72.570   1.040    0.297    -0.530   -0.499   -0.511   0.202   


72.587   1.037    0.305    -0.547   -0.504   -0.491   0.199   


72.605   1.034    0.312    -0.564   -0.508   -0.470   0.196   


72.623   1.030    0.320    -0.582   -0.512   -0.448   0.192   


72.642   1.026    0.328    -0.600   -0.515   -0.426   0.187   


72.661   1.022    0.336    -0.618   -0.518   -0.404   0.182   


72.680   1.017    0.344    -0.636   -0.520   -0.381   0.175   


72.700   1.012    0.353    -0.655   -0.521   -0.357   0.168   


72.721   1.006    0.361    -0.674   -0.521   -0.333   0.160   


72.743   1.000    0.370    -0.693   -0.521   -0.307   0.151   


72.766   0.993    0.380    -0.713   -0.520   -0.280   0.140   


72.792   0.984    0.390    -0.734   -0.518   -0.250   0.128   


72.820   0.974    0.401    -0.756   -0.514   -0.218   0.114   


72.849   0.963    0.412    -0.779   -0.510   -0.185   0.098   


72.880   0.951    0.423    -0.801   -0.504   -0.150   0.081   


72.912   0.937    0.435    -0.823   -0.497   -0.114   0.062   


72.946   0.921    0.447    -0.845   -0.489   -0.076   0.042   


72.982   0.903    0.459    -0.867   -0.479   -0.036   0.020   


73.021   0.882    0.471    -0.890   -0.467   0.008    -0.004  


73.063   0.858    0.483    -0.912   -0.453   0.054    -0.030  


73.106   0.830    0.495    -0.932   -0.439   0.102    -0.056  


73.145   0.803    0.503    -0.950   -0.424   0.146    -0.079  


73.181   0.777    0.510    -0.964   -0.411   0.187    -0.099  


73.216   0.750    0.515    -0.977   -0.398   0.227    -0.118  


73.250   0.723    0.519    -0.989   -0.384   0.266    -0.135  


73.279   0.698    0.521    -0.998   -0.372   0.300    -0.148  


73.305   0.675    0.521    -1.006   -0.362   0.331    -0.160  


73.329   0.653    0.521    -1.012   -0.352   0.359    -0.169  


73.353   0.632    0.519    -1.018   -0.342   0.387    -0.177  


73.375   0.610    0.517    -1.024   -0.333   0.413    -0.184  


73.396   0.590    0.514    -1.028   -0.324   0.438    -0.190  


73.417   0.570    0.510    -1.033   -0.315   0.463    -0.195  


73.437   0.550    0.505    -1.036   -0.306   0.486    -0.199  


73.456   0.531    0.500    -1.040   -0.298   0.509    -0.202  


73.474   0.513    0.494    -1.043   -0.290   0.530    -0.204  


73.492   0.495    0.488    -1.046   -0.282   0.551    -0.206  


73.509   0.478    0.481    -1.048   -0.274   0.570    -0.207  


73.526   0.461    0.474    -1.050   -0.267   0.589    -0.207  


73.542   0.444    0.466    -1.052   -0.259   0.608    -0.207  


73.559   0.428    0.458    -1.054   -0.252   0.626    -0.206  


73.576   0.411    0.449    -1.055   -0.244   0.645    -0.204  


73.593   0.394    0.439    -1.057   -0.236   0.663    -0.202  


73.610   0.376    0.428    -1.058   -0.228   0.682    -0.200  


73.628   0.359    0.416    -1.059   -0.220   0.700    -0.196  


73.647   0.341    0.403    -1.060   -0.211   0.720    -0.192  


73.667   0.322    0.389    -1.061   -0.202   0.739    -0.188  


73.687   0.302    0.374    -1.061   -0.192   0.759    -0.182  


73.709   0.282    0.356    -1.061   -0.181   0.779    -0.175  


73.733   0.261    0.337    -1.061   -0.170   0.800    -0.167  


73.757   0.239    0.316    -1.060   -0.158   0.821    -0.158  


73.782   0.218    0.294    -1.059   -0.146   0.841    -0.148  


73.807   0.197    0.271    -1.057   -0.133   0.860    -0.137  


73.833   0.176    0.246    -1.055   -0.120   0.879    -0.126  


73.859   0.155    0.221    -1.052   -0.107   0.897    -0.114  


73.886   0.134    0.194    -1.048   -0.093   0.914    -0.100  


73.914   0.113    0.165    -1.043   -0.079   0.931    -0.086  


73.944   0.091    0.135    -1.038   -0.063   0.947    -0.071  


73.976   0.068    0.102    -1.031   -0.047   0.963    -0.055  


74.010   0.044    0.066    -1.022   -0.029   0.978    -0.037  


74.047   0.018    0.027    -1.011   -0.009   0.993    -0.018  


74.088   -0.011   -0.017   -0.997   0.012    1.008    0.004   


74.132   -0.042   -0.064   -0.979   0.036    1.021    0.028   


74.176   -0.073   -0.109   -0.959   0.059    1.032    0.051   


74.215   -0.101   -0.150   -0.939   0.079    1.040    0.071   


74.249   -0.127   -0.185   -0.919   0.096    1.047    0.089   


74.281   -0.152   -0.217   -0.899   0.112    1.051    0.105   


74.312   -0.177   -0.247   -0.878   0.126    1.055    0.121   


74.342   -0.201   -0.275   -0.856   0.139    1.057    0.136   


74.371   -0.225   -0.301   -0.834   0.151    1.059    0.150   


74.398   -0.249   -0.325   -0.812   0.162    1.060    0.163   


74.424   -0.272   -0.348   -0.789   0.171    1.061    0.176   


74.450   -0.296   -0.369   -0.765   0.180    1.061    0.189   


74.474   -0.319   -0.387   -0.742   0.187    1.061    0.200   


74.497   -0.340   -0.403   -0.720   0.192    1.060    0.211   


74.518   -0.361   -0.418   -0.698   0.197    1.059    0.221   


74.538   -0.380   -0.430   -0.678   0.200    1.058    0.230   


74.557   -0.399   -0.442   -0.658   0.203    1.056    0.239   


74.575   -0.417   -0.452   -0.637   0.205    1.055    0.247   


74.593   -0.435   -0.462   -0.618   0.206    1.053    0.255   


74.611   -0.453   -0.470   -0.598   0.207    1.051    0.263   


74.627   -0.470   -0.478   -0.579   0.207    1.049    0.271   


74.644   -0.487   -0.485   -0.560   0.206    1.047    0.278   


74.661   -0.503   -0.491   -0.541   0.205    1.044    0.286   


74.678   -0.520   -0.496   -0.521   0.203    1.042    0.293   


74.695   -0.538   -0.502   -0.501   0.201    1.039    0.301   


74.712   -0.555   -0.506   -0.480   0.198    1.036    0.308   


74.731   -0.573   -0.510   -0.459   0.194    1.032    0.316   


74.749   -0.591   -0.514   -0.437   0.190    1.028    0.324   


74.768   -0.610   -0.517   -0.414   0.184    1.024    0.332   


74.788   -0.628   -0.519   -0.391   0.178    1.019    0.341   


74.808   -0.647   -0.520   -0.367   0.171    1.014    0.349   


74.829   -0.666   -0.521   -0.343   0.164    1.009    0.358   


74.850   -0.685   -0.521   -0.318   0.155    1.003    0.367   


74.873   -0.705   -0.520   -0.291   0.145    0.996    0.376   


74.898   -0.726   -0.519   -0.262   0.133    0.988    0.386   


74.926   -0.748   -0.516   -0.230   0.119    0.978    0.397   


74.955   -0.771   -0.512   -0.196   0.103    0.967    0.408   


74.986   -0.794   -0.506   -0.161   0.086    0.955    0.420   


75.018   -0.817   -0.499   -0.125   0.068    0.942    0.431   


75.052   -0.839   -0.491   -0.087   0.048    0.926    0.443   


75.088   -0.861   -0.482   -0.047   0.026    0.908    0.456   


75.127   -0.884   -0.470   -0.004   0.002    0.888    0.468   


75.169   -0.906   -0.457   0.043    -0.024   0.864    0.480   


75.212   -0.928   -0.442   0.091    -0.050   0.837    0.492   


75.253   -0.946   -0.428   0.137    -0.074   0.809    0.502   


75.290   -0.961   -0.414   0.179    -0.095   0.783    0.509   


75.326   -0.975   -0.400   0.220    -0.115   0.755    0.515   


75.361   -0.987   -0.386   0.260    -0.132   0.727    0.519   


75.392   -0.997   -0.374   0.296    -0.147   0.701    0.521   


75.419   -1.005   -0.363   0.327    -0.158   0.678    0.521   


75.443   -1.012   -0.353   0.356    -0.168   0.655    0.521   


75.467   -1.018   -0.343   0.385    -0.176   0.633    0.519   


75.490   -1.023   -0.333   0.412    -0.184   0.612    0.517   


75.512   -1.028   -0.324   0.437    -0.190   0.591    0.514   


75.533   -1.033   -0.315   0.462    -0.195   0.570    0.510   


75.553   -1.036   -0.306   0.486    -0.199   0.550    0.505   


75.572   -1.040   -0.298   0.509    -0.202   0.531    0.500   


75.591   -1.043   -0.290   0.531    -0.204   0.512    0.494   


75.609   -1.046   -0.282   0.551    -0.206   0.494    0.487   


75.626   -1.048   -0.274   0.572    -0.207   0.477    0.480   


75.644   -1.050   -0.266   0.591    -0.207   0.459    0.473   


75.660   -1.052   -0.259   0.610    -0.207   0.443    0.465   


75.677   -1.054   -0.251   0.629    -0.206   0.426    0.457   


75.694   -1.056   -0.243   0.647    -0.204   0.409    0.447   


75.712   -1.057   -0.235   0.666    -0.202   0.391    0.437   


75.729   -1.058   -0.227   0.685    -0.199   0.374    0.426   


75.748   -1.059   -0.218   0.704    -0.196   0.355    0.414   


75.767   -1.060   -0.209   0.723    -0.192   0.337    0.401   


75.787   -1.061   -0.200   0.743    -0.186   0.318    0.386   


75.809   -1.061   -0.190   0.763    -0.180   0.298    0.370   


75.831   -1.061   -0.179   0.784    -0.173   0.277    0.352   


75.856   -1.061   -0.167   0.806    -0.165   0.255    0.331   


75.880   -1.060   -0.155   0.826    -0.155   0.233    0.310   


75.906   -1.058   -0.142   0.846    -0.145   0.212    0.287   


75.931   -1.056   -0.129   0.866    -0.134   0.191    0.263   


75.957   -1.054   -0.116   0.884    -0.122   0.169    0.238   


75.984   -1.050   -0.103   0.902    -0.109   0.148    0.212   


76.012   -1.046   -0.088   0.920    -0.096   0.127    0.184   


76.042   -1.041   -0.073   0.937    -0.081   0.105    0.154   


76.072   -1.035   -0.057   0.953    -0.065   0.082    0.122   


76.105   -1.027   -0.040   0.969    -0.048   0.058    0.088   


76.141   -1.018   -0.021   0.984    -0.029   0.033    0.050   


76.180   -1.005   0.000    0.999    -0.009   0.006    0.009   


76.224   -0.989   0.023    1.014    0.015    -0.025   -0.038  


76.270   -0.970   0.047    1.027    0.039    -0.057   -0.086  


76.312   -0.949   0.069    1.037    0.061    -0.088   -0.130  


76.350   -0.929   0.088    1.044    0.081    -0.115   -0.169  


76.383   -0.908   0.105    1.049    0.098    -0.141   -0.203  


76.414   -0.888   0.120    1.053    0.114    -0.165   -0.233  


76.445   -0.866   0.134    1.056    0.129    -0.190   -0.263  


76.474   -0.844   0.146    1.058    0.144    -0.214   -0.290  


76.503   -0.821   0.158    1.060    0.158    -0.239   -0.315  


76.530   -0.798   0.168    1.061    0.171    -0.263   -0.339  


76.557   -0.774   0.177    1.061    0.184    -0.287   -0.361  


76.583   -0.750   0.185    1.061    0.196    -0.311   -0.381  


76.606   -0.727   0.191    1.060    0.207    -0.333   -0.398  


76.628   -0.705   0.195    1.059    0.218    -0.354   -0.413  


76.649   -0.684   0.199    1.058    0.227    -0.375   -0.427  


76.669   -0.662   0.202    1.057    0.237    -0.394   -0.439  


76.688   -0.642   0.205    1.055    0.246    -0.414   -0.450  


76.706   -0.621   0.206    1.053    0.254    -0.432   -0.460  


76.724   -0.602   0.207    1.051    0.262    -0.450   -0.469  


76.741   -0.582   0.207    1.049    0.270    -0.467   -0.477  


76.758   -0.563   0.206    1.047    0.277    -0.484   -0.484  


76.775   -0.543   0.205    1.045    0.285    -0.501   -0.490  


76.792   -0.523   0.204    1.042    0.292    -0.519   -0.496  


76.810   -0.503   0.201    1.039    0.300    -0.536   -0.501  


76.828   -0.482   0.198    1.036    0.308    -0.554   -0.506  


76.846   -0.460   0.194    1.032    0.316    -0.572   -0.510  


76.865   -0.438   0.190    1.028    0.324    -0.591   -0.514  


76.884   -0.415   0.184    1.024    0.332    -0.609   -0.517  


76.904   -0.391   0.178    1.019    0.341    -0.628   -0.519  


76.925   -0.367   0.171    1.014    0.349    -0.647   -0.520  


76.946   -0.342   0.163    1.008    0.358    -0.666   -0.521  


76.968   -0.316   0.154    1.002    0.367    -0.686   -0.521  


76.991   -0.289   0.144    0.995    0.376    -0.706   -0.520  


77.017   -0.259   0.132    0.987    0.387    -0.728   -0.519  


77.045   -0.226   0.118    0.977    0.398    -0.751   -0.515  


77.075   -0.192   0.102    0.966    0.409    -0.774   -0.511  


77.107   -0.156   0.084    0.953    0.421    -0.797   -0.505  


77.140   -0.119   0.065    0.939    0.433    -0.820   -0.498  


77.174   -0.081   0.044    0.923    0.445    -0.843   -0.490  


77.211   -0.040   0.022    0.905    0.458    -0.865   -0.480  


77.251   0.005    -0.003   0.884    0.470    -0.888   -0.468  


77.294   0.053    -0.029   0.858    0.483    -0.911   -0.454  


77.339   0.102    -0.056   0.830    0.495    -0.932   -0.439  


77.379   0.148    -0.080   0.802    0.504    -0.950   -0.424  


77.416   0.190    -0.101   0.775    0.511    -0.965   -0.410  


77.453   0.232    -0.120   0.747    0.516    -0.979   -0.396  


77.487   0.272    -0.137   0.719    0.519    -0.990   -0.382  


77.517   0.307    -0.151   0.693    0.521    -1.000   -0.370  


77.544   0.338    -0.162   0.670    0.521    -1.007   -0.359  


77.568   0.366    -0.171   0.648    0.520    -1.014   -0.349  


77.592   0.395    -0.179   0.625    0.519    -1.020   -0.339  


77.615   0.422    -0.186   0.604    0.516    -1.025   -0.330  


77.637   0.447    -0.192   0.583    0.512    -1.030   -0.320  


77.658   0.472    -0.197   0.562    0.508    -1.034   -0.311  


77.678   0.496    -0.200   0.542    0.503    -1.038   -0.303  


77.697   0.519    -0.203   0.522    0.497    -1.041   -0.294  


77.716   0.541    -0.205   0.504    0.491    -1.044   -0.286  


77.734   0.561    -0.206   0.485    0.484    -1.047   -0.278  


77.752   0.582    -0.207   0.468    0.477    -1.049   -0.270  


77.769   0.601    -0.207   0.450    0.469    -1.051   -0.262  


77.786   0.620    -0.206   0.433    0.461    -1.053   -0.254  


77.803   0.639    -0.205   0.416    0.451    -1.055   -0.247  


77.821   0.658    -0.203   0.398    0.441    -1.057   -0.239  


77.839   0.677    -0.200   0.381    0.431    -1.058   -0.230  


77.857   0.697    -0.197   0.362    0.419    -1.059   -0.222  


77.876   0.716    -0.193   0.344    0.406    -1.060   -0.213  


77.897   0.736    -0.188   0.324    0.391    -1.061   -0.203  


77.918   0.757    -0.182   0.304    0.375    -1.061   -0.193  


77.940   0.778    -0.175   0.283    0.358    -1.061   -0.182  


77.965   0.799    -0.167   0.261    0.337    -1.061   -0.170  


77.990   0.821    -0.158   0.239    0.316    -1.060   -0.158  


78.016   0.841    -0.148   0.217    0.293    -1.059   -0.145  


78.042   0.861    -0.137   0.196    0.269    -1.057   -0.132  


78.068   0.880    -0.125   0.174    0.244    -1.054   -0.119  


78.095   0.899    -0.112   0.152    0.217    -1.051   -0.105  


78.123   0.917    -0.098   0.131    0.189    -1.047   -0.091  


78.153   0.934    -0.084   0.108    0.159    -1.042   -0.076  


78.184   0.951    -0.068   0.085    0.127    -1.036   -0.060  


78.217   0.967    -0.050   0.062    0.093    -1.028   -0.042  


78.253   0.983    -0.032   0.036    0.055    -1.019   -0.023  


78.292   0.998    -0.011   0.009    0.013    -1.007   -0.002  


78.336   1.013    0.013    -0.022   -0.033   -0.991   0.021   


78.383   1.026    0.037    -0.055   -0.083   -0.971   0.046   


78.426   1.036    0.060    -0.086   -0.128   -0.950   0.068   


78.465   1.044    0.080    -0.114   -0.167   -0.929   0.088   


78.499   1.049    0.098    -0.140   -0.202   -0.909   0.105   


78.531   1.053    0.114    -0.165   -0.233   -0.888   0.120   


78.562   1.056    0.129    -0.191   -0.263   -0.866   0.134   


78.592   1.059    0.144    -0.216   -0.291   -0.843   0.147   


78.621   1.060    0.159    -0.240   -0.317   -0.820   0.158   


78.649   1.061    0.172    -0.265   -0.341   -0.796   0.169   


78.676   1.061    0.185    -0.290   -0.363   -0.772   0.178   


78.701   1.061    0.197    -0.313   -0.382   -0.748   0.185   


78.725   1.060    0.208    -0.335   -0.400   -0.725   0.191   


78.746   1.059    0.219    -0.356   -0.415   -0.703   0.196   


78.767   1.058    0.229    -0.377   -0.428   -0.681   0.200   


78.788   1.057    0.238    -0.397   -0.441   -0.659   0.203   


78.807   1.055    0.247    -0.417   -0.452   -0.638   0.205   


78.826   1.053    0.255    -0.435   -0.462   -0.618   0.206   


78.844   1.051    0.264    -0.453   -0.470   -0.598   0.207   


78.861   1.049    0.271    -0.471   -0.478   -0.578   0.207   


78.879   1.047    0.279    -0.489   -0.485   -0.558   0.206   


78.896   1.044    0.287    -0.506   -0.492   -0.538   0.205   


78.914   1.041    0.295    -0.524   -0.497   -0.518   0.203   


78.931   1.038    0.302    -0.542   -0.503   -0.497   0.200   


78.950   1.035    0.310    -0.560   -0.507   -0.475   0.197   


78.969   1.031    0.319    -0.578   -0.511   -0.453   0.193   


78.988   1.027    0.327    -0.597   -0.515   -0.430   0.188   


79.008   1.022    0.335    -0.616   -0.518   -0.406   0.182   


79.028   1.017    0.344    -0.635   -0.520   -0.382   0.176   


79.050   1.012    0.353    -0.655   -0.521   -0.357   0.168   


79.071   1.006    0.362    -0.675   -0.521   -0.331   0.160   


79.094   0.999    0.371    -0.695   -0.521   -0.304   0.150   


79.119   0.991    0.381    -0.716   -0.520   -0.275   0.139   


79.146   0.982    0.392    -0.738   -0.517   -0.244   0.125   


79.176   0.972    0.403    -0.762   -0.513   -0.210   0.110   


79.207   0.960    0.415    -0.786   -0.508   -0.174   0.093   


79.240   0.946    0.427    -0.809   -0.502   -0.137   0.074   


79.274   0.931    0.440    -0.832   -0.494   -0.099   0.054   


79.311   0.913    0.452    -0.855   -0.484   -0.058   0.032   


79.350   0.893    0.465    -0.879   -0.473   -0.015   0.008   


79.392   0.869    0.478    -0.902   -0.460   0.033    -0.018  


79.437   0.841    0.490    -0.924   -0.445   0.083    -0.046  


79.480   0.813    0.500    -0.944   -0.430   0.131    -0.071  


79.519   0.785    0.508    -0.960   -0.415   0.175    -0.093  


79.555   0.758    0.514    -0.974   -0.401   0.216    -0.113  


79.591   0.729    0.518    -0.986   -0.387   0.257    -0.131  


79.623   0.702    0.521    -0.997   -0.375   0.294    -0.146  


79.651   0.678    0.521    -1.005   -0.363   0.327    -0.158  


79.677   0.655    0.521    -1.012   -0.353   0.357    -0.168  


79.702   0.632    0.519    -1.018   -0.342   0.387    -0.177  


79.725   0.609    0.517    -1.024   -0.332   0.415    -0.184  


79.748   0.588    0.513    -1.029   -0.323   0.441    -0.191  


79.770   0.566    0.509    -1.033   -0.313   0.467    -0.196  


79.790   0.546    0.504    -1.037   -0.304   0.492    -0.200  


79.810   0.526    0.498    -1.041   -0.295   0.515    -0.203  


79.830   0.506    0.492    -1.044   -0.287   0.537    -0.205  


79.848   0.488    0.485    -1.047   -0.279   0.559    -0.206  


79.866   0.470    0.478    -1.049   -0.271   0.580    -0.207  


79.884   0.452    0.470    -1.051   -0.263   0.599    -0.207  


79.901   0.434    0.461    -1.053   -0.255   0.619    -0.206  


79.919   0.417    0.452    -1.055   -0.247   0.638    -0.205  


79.937   0.399    0.442    -1.057   -0.239   0.658    -0.203  


79.955   0.381    0.431    -1.058   -0.230   0.677    -0.200  


79.974   0.362    0.419    -1.059   -0.221   0.697    -0.197  


79.994   0.343    0.405    -1.060   -0.212   0.717    -0.193  


80.014   0.323    0.391    -1.061   -0.203   0.737    -0.188  


80.036   0.303    0.374    -1.061   -0.192   0.758    -0.182  


80.059   0.282    0.356    -1.061   -0.181   0.780    -0.175  


80.084   0.259    0.335    -1.061   -0.169   0.802    -0.166  


80.110   0.236    0.313    -1.060   -0.156   0.824    -0.156  


80.136   0.214    0.289    -1.058   -0.143   0.845    -0.146  


80.162   0.192    0.265    -1.056   -0.130   0.865    -0.135  


80.190   0.170    0.239    -1.054   -0.117   0.884    -0.122  


80.217   0.148    0.212    -1.050   -0.102   0.903    -0.109  


80.246   0.126    0.183    -1.046   -0.088   0.921    -0.095  


80.277   0.103    0.152    -1.041   -0.072   0.938    -0.080  


80.309   0.079    0.118    -1.034   -0.055   0.955    -0.063  


80.343   0.055    0.082    -1.026   -0.037   0.971    -0.045  


80.381   0.028    0.043    -1.016   -0.017   0.987    -0.026  


80.422   -0.001   -0.001   -1.002   0.005    1.003    -0.004  


80.468   -0.033   -0.050   -0.985   0.029    1.017    0.021   


80.517   -0.067   -0.101   -0.963   0.054    1.030    0.046   


80.559   -0.098   -0.145   -0.942   0.076    1.040    0.068   


80.596   -0.126   -0.183   -0.920   0.095    1.046    0.088   


80.630   -0.152   -0.217   -0.899   0.112    1.051    0.105   


80.663   -0.178   -0.249   -0.877   0.127    1.055    0.122   


80.695   -0.204   -0.279   -0.853   0.141    1.058    0.138   


80.725   -0.230   -0.306   -0.830   0.153    1.060    0.153   


80.754   -0.255   -0.331   -0.806   0.164    1.061    0.167   


80.782   -0.280   -0.354   -0.781   0.174    1.061    0.180   


80.809   -0.305   -0.376   -0.756   0.183    1.061    0.193   


80.834   -0.329   -0.395   -0.732   0.189    1.061    0.205   


80.857   -0.350   -0.410   -0.709   0.195    1.060    0.216   


80.879   -0.372   -0.425   -0.686   0.199    1.058    0.226   


80.900   -0.393   -0.438   -0.664   0.202    1.057    0.236   


80.920   -0.413   -0.450   -0.642   0.205    1.055    0.245   


80.939   -0.432   -0.460   -0.621   0.206    1.053    0.254   


80.958   -0.451   -0.469   -0.601   0.207    1.051    0.262   


80.976   -0.469   -0.477   -0.580   0.207    1.049    0.270   


80.993   -0.487   -0.485   -0.560   0.206    1.047    0.278   


81.011   -0.505   -0.491   -0.540   0.205    1.044    0.286   


81.029   -0.523   -0.497   -0.519   0.203    1.041    0.294   


81.047   -0.541   -0.503   -0.497   0.200    1.038    0.302   


81.066   -0.559   -0.507   -0.475   0.197    1.035    0.310   


81.085   -0.578   -0.511   -0.453   0.193    1.031    0.319   


81.105   -0.598   -0.515   -0.429   0.188    1.027    0.327   


81.125   -0.617   -0.518   -0.405   0.182    1.022    0.336   


81.146   -0.637   -0.520   -0.380   0.175    1.017    0.344   


81.168   -0.657   -0.521   -0.355   0.167    1.011    0.353   


81.190   -0.677   -0.521   -0.328   0.159    1.005    0.363   


81.214   -0.697   -0.521   -0.301   0.149    0.998    0.372   


81.239   -0.719   -0.519   -0.271   0.137    0.990    0.383   


81.267   -0.742   -0.517   -0.239   0.123    0.981    0.394   


81.298   -0.766   -0.513   -0.204   0.107    0.970    0.406   


81.330   -0.790   -0.507   -0.167   0.089    0.957    0.418   


81.364   -0.814   -0.500   -0.129   0.070    0.943    0.430   


81.399   -0.838   -0.492   -0.089   0.049    0.927    0.443   


81.437   -0.861   -0.482   -0.047   0.026    0.909    0.455   


81.478   -0.885   -0.470   -0.002   0.001    0.887    0.468   


81.522   -0.909   -0.455   0.047    -0.026   0.861    0.482   


81.568   -0.931   -0.440   0.099    -0.054   0.832    0.494   


81.611   -0.950   -0.424   0.147    -0.079   0.803    0.504   


81.650   -0.966   -0.410   0.191    -0.101   0.775    0.511   


81.688   -0.979   -0.395   0.234    -0.121   0.745    0.516   


81.724   -0.992   -0.381   0.276    -0.139   0.716    0.520   


81.755   -1.001   -0.368   0.312    -0.153   0.689    0.521   


81.782   -1.009   -0.357   0.344    -0.164   0.665    0.521   


81.807   -1.016   -0.347   0.374    -0.173   0.642    0.520   


81.831   -1.022   -0.337   0.403    -0.181   0.619    0.518   


81.855   -1.027   -0.327   0.430    -0.188   0.597    0.515   


81.877   -1.032   -0.317   0.457    -0.194   0.575    0.511   


81.899   -1.036   -0.308   0.482    -0.198   0.553    0.506   


81.920   -1.040   -0.299   0.507    -0.202   0.533    0.500   


81.940   -1.043   -0.290   0.530    -0.204   0.513    0.494   


81.959   -1.046   -0.281   0.552    -0.206   0.493    0.487   


81.977   -1.048   -0.273   0.574    -0.207   0.475    0.480   


81.996   -1.051   -0.265   0.594    -0.207   0.456    0.472   


82.013   -1.053   -0.257   0.614    -0.206   0.438    0.463   


82.031   -1.055   -0.249   0.634    -0.205   0.420    0.454   


82.049   -1.056   -0.240   0.654    -0.203   0.402    0.444   


82.068   -1.058   -0.232   0.674    -0.201   0.384    0.433   


82.087   -1.059   -0.223   0.694    -0.198   0.365    0.420   


82.107   -1.060   -0.213   0.714    -0.194   0.345    0.407   


82.128   -1.061   -0.204   0.735    -0.189   0.325    0.392   


82.150   -1.061   -0.193   0.756    -0.183   0.305    0.376   


82.174   -1.061   -0.182   0.778    -0.175   0.283    0.357   


82.199   -1.061   -0.170   0.801    -0.167   0.260    0.336   


82.225   -1.060   -0.157   0.823    -0.157   0.237    0.313   


82.252   -1.058   -0.144   0.844    -0.146   0.214    0.290   


82.279   -1.056   -0.130   0.865    -0.134   0.191    0.264   


82.307   -1.054   -0.116   0.885    -0.122   0.169    0.238   


82.335   -1.050   -0.102   0.904    -0.108   0.146    0.210   


